S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82
10.609405,10.614333,10.754149,10.450839,10.671342,10.467326,10.433797,10.557018,10.291438,10.459253,10.547026,12.447488,12.280477,12.725341,12.738803,12.804179,12.588237,12.634345,14.587945,14.557048,14.522915,14.487771,14.568617,13.55021,10.76794,11.369682,17.837006,12.755686,12.709833,11.0948925,10.810595,10.799662,11.981408,15.490102,15.431522,15.422665,11.107552,14.542186,11.712828,12.670871,19.498886,19.537134,19.5894,14.376339,10.7221155,10.4036255,11.689884,12.466707,12.40655,12.33792,12.3803835,12.459269,10.5734005,12.426238,15.340816,15.320717,15.151796,15.129683,15.107801,15.506934,18.371183,20.685728,20.757437,20.504272,15.694978,15.474773,16.344917,15.613797,23.700232,23.485348,23.478975,17.386232,15.419795,13.434306,14.619472,15.5841875,16.078156,16.055237,14.316046,15.211787,15.7977085,14.928383,16.248075
5.6394734,5.53976,5.527418,4.860679,5.510102,8.640165,13.045107,19.168936,19.233828,10.19491,9.566935,7.9665523,11.110984,11.423643,11.344355,10.980032,8.61737,8.943285,8.82867,7.625864,8.986163,8.957997,9.051387,8.973957,8.802006,8.420475,8.98798,9.0887575,9.047077,8.814574,8.836186,6.750588,7.4814844,13.613308,13.833509,13.878185,13.250807,8.728639,9.914771,8.969261,9.907476,9.783588,9.700598,9.813491,6.6547556,6.2880917,6.7159476,11.76715,12.097458,12.067697,6.4488664,6.354766,5.6516953,8.28069,7.185454,7.4585195,7.380728,7.3165064,7.25735,11.899198,11.894774,12.889702,13.101849,12.906614,12.810978,10.191826,9.830902,11.6692095,5.081553,5.0065107,4.980008,5.061937,4.9947762,4.6243725,5.1358957,22.418537,18.853836,18.669771,12.449217,9.122313,7.5364194,8.457552,11.802897
13.139684,13.306475,13.555709,13.978735,9.663823,9.797996,10.061803,10.062375,9.520131,9.863974,9.807443,9.892581,9.963112,21.202555,20.888119,12.685631,5.3263454,7.2184725,7.17961,14.840227,14.765765,14.827455,8.61041,9.601209,7.0365453,7.0137267,27.381792,16.886549,16.866356,11.4034395,9.180553,5.4454145,12.134393,20.799652,21.368517,21.111185,10.335835,9.734796,7.875606,6.890021,13.33271,13.061052,13.045084,9.662389,9.577704,5.348338,7.8889046,6.8782306,10.501791,10.631707,10.305047,10.329384,13.190669,15.096099,16.957222,16.926334,17.020046,8.654247,9.39203,9.330363,9.371376,9.377644,9.942346,10.063424,10.003245,10.093709,8.219022,9.031602,15.94837,15.199632,15.808639,10.885405,8.703605,8.501069,11.754301,13.34508,13.549216,13.49891,12.630236,11.136492,8.490849,13.037322,16.919409
35.256958,39.645508,29.001846,25.105946,31.602684,34.435875,44.670517,52.43385,45.169712,34.16117,30.641747,25.147211,52.801193,56.250767,47.455296,20.263802,28.012394,35.93908,31.031013,41.407757,56.73155,53.3572,20.689953,35.574562,31.001587,31.63004,39.51263,40.19001,46.471786,21.526527,30.353876,34.703114,31.672808,39.70099,44.40469,45.596687,25.939096,28.720194,30.58835,30.755,43.540165,45.85886,48.942173,21.827606,35.610054,25.360126,27.898207,36.993458,44.547253,55.379807,35.865574,30.802168,26.076689,35.134323,51.38384,49.661026,44.264,36.181335,32.71654,27.624498,32.979927,47.884007,62.15461,45.80701,19.479347,25.522455,30.493828,27.204033,37.464233,53.590187,55.21826,20.645227,29.754969,30.050827,36.31308,36.69141,41.87375,43.00305,29.722761,34.34265,32.678093,34.278736,40.278725
36.26475,28.936865,22.006672,24.83305,26.82388,27.546232,34.31491,36.277462,29.394882,25.364965,28.704185,25.332945,31.085234,36.53583,35.324413,16.37505,28.968733,26.95192,28.09724,28.643625,35.892494,33.350304,21.936647,24.130835,27.670881,26.417164,29.587309,34.71107,32.264538,17.969912,23.107107,24.695148,26.362007,30.55649,35.52988,35.737694,26.277887,26.40263,22.607826,25.372057,30.26486,37.050617,35.23746,10.953597,26.047113,25.215834,25.902067,29.483528,33.864258,31.894993,28.408148,25.1794,27.69305,26.787424,28.071709,31.728418,31.806658,27.703577,24.717413,28.02325,29.865307,30.387074,36.887196,35.801872,13.343562,26.767483,26.657541,27.373077,31.253119,35.493298,36.868156,12.102841,24.942593,26.775017,25.678898,30.556221,33.780518,33.383038,21.598017,29.59222,27.093435,29.187326,31.20355
25.06443,25.02708,25.738977,25.521198,26.62356,26.717836,26.768122,26.72316,26.824783,26.225216,26.762167,26.741383,26.835487,26.91559,26.797523,26.55457,25.58297,25.03436,26.625519,26.835327,26.833242,26.791672,26.486286,25.278742,26.664154,25.53037,25.819263,26.007402,26.012358,25.75703,25.07152,23.671242,23.647276,23.706848,24.351006,24.367704,24.38093,24.40433,24.549313,24.577345,25.67342,25.692806,25.707918,25.53292,24.659554,24.63851,24.676163,24.79834,24.80561,24.794628,24.755209,24.991776,24.188702,24.134077,24.417723,25.047186,25.05378,25.032501,25.016098,25.043259,24.756075,24.818233,24.862284,24.793991,24.88173,25.054878,24.542187,24.536455,25.105604,25.080944,25.07913,25.035849,24.988827,25.668207,24.20299,24.966597,25.034296,25.017351,24.928534,24.425097,24.66707,24.611338,24.62849
21.969463,22.058731,21.972288,13.488844,21.121567,22.863972,22.949968,22.826263,22.992033,24.722532,19.62548,22.048859,23.061684,23.076872,22.807846,24.22208,20.738182,21.907545,20.276693,19.807089,26.2434,26.266533,20.704502,18.583992,16.935736,17.18712,23.707827,27.973589,27.826303,21.427963,21.06118,17.619614,15.5804,21.257969,21.299448,21.32085,21.898903,20.612925,18.406384,17.675858,24.689295,24.550627,24.652113,19.79505,19.605412,19.1319,14.145184,23.757338,28.651716,28.730627,24.424898,20.661186,20.396261,21.35033,24.753422,30.592669,30.914602,27.25408,24.617456,21.264687,23.845406,31.118431,30.42384,29.993252,22.604834,20.464863,21.365803,21.437265,30.318253,29.875107,29.94928,22.045599,21.276577,17.903065,20.264046,27.780777,24.770336,24.724583,21.279968,21.24781,21.369091,18.558292,22.454485
27.904037,27.952688,27.261595,28.15067,19.907871,28.722208,28.432997,28.223238,27.549301,22.565638,18.1677,24.09136,20.755577,28.754051,28.280245,15.939878,16.725971,17.224293,16.925917,16.53497,16.671034,16.7057,17.146893,14.699096,16.354282,13.759727,14.970856,14.98967,15.011003,15.096019,17.991196,14.652975,16.740644,17.344166,17.480255,17.495613,10.528883,10.323914,13.858649,11.904168,14.079968,14.020607,13.919836,21.690466,13.792908,16.200497,10.982372,17.984041,18.192785,18.01844,17.958,17.914396,17.978851,18.226763,18.212296,27.051403,27.12508,10.65739,10.590924,17.125618,18.093807,18.01484,18.341888,18.181732,18.008959,17.31438,17.444029,18.098671,18.234592,22.19802,22.372427,18.660114,15.117648,14.66321,15.699861,16.140867,17.205986,17.122482,17.09984,16.255775,15.799782,15.935765,17.633488
26.228224,19.798903,13.093766,13.463826,16.546225,27.435242,27.37876,27.246532,22.107386,20.049788,19.962862,19.465347,30.883965,31.428425,29.486422,15.338094,17.836336,17.31571,16.907806,26.258402,36.500072,34.725655,14.622681,17.539719,16.669104,16.205301,21.312323,31.479599,26.319693,18.970007,18.863295,17.092318,16.913067,22.1836,33.585083,33.667583,15.872788,19.698503,16.469152,11.306098,23.546093,26.725615,25.134506,15.287095,17.663082,9.306729,13.113657,21.588802,34.31032,27.869928,23.346083,11.223087,11.418174,15.33136,22.227257,34.93808,29.145285,24.886795,18.341763,12.271274,16.350107,22.793816,38.756157,34.320255,14.875916,21.413357,17.490517,18.80814,30.288263,33.39144,34.724148,18.703407,19.557747,13.507598,14.384144,23.167593,26.299011,25.37096,19.707842,22.003012,19.21079,19.914623,24.94593
7.701618,7.5992594,12.988955,9.351888,11.350728,7.4908557,7.4889383,7.5632887,7.3811584,7.4535246,12.223578,11.967688,10.317244,10.668246,10.5818405,10.756133,7.8517675,7.713283,7.985086,8.002281,8.11326,8.057087,8.175132,7.6821465,8.634065,7.8957567,18.627035,18.910519,18.918966,9.931952,7.755719,7.7512183,5.45725,8.021046,8.119596,8.165516,8.046742,7.0141106,5.870309,7.7603335,17.957901,8.316823,7.779342,6.731788,7.5602827,7.3300257,5.899882,7.7432566,7.584129,18.764864,13.516462,14.473732,10.325327,14.266803,9.482942,9.451477,9.360806,17.543497,13.944621,12.273427,7.569589,7.627263,8.09658,8.182321,8.072874,7.8736176,7.8507314,11.692696,15.705504,15.6423235,15.643871,7.6223073,7.7153325,7.5497613,5.9615765,8.615235,18.414942,15.160971,9.641158,9.36037,9.330036,9.880729,11.150933
27.156006,14.331155,13.239589,12.914822,13.543548,15.204739,17.847141,27.229305,14.850359,13.796242,13.279565,9.589633,22.980856,16.631638,16.129955,7.3015666,5.6995783,4.514123,14.973821,22.719748,18.785048,18.746233,6.8668313,6.3656807,5.442877,12.687176,17.443022,18.959112,18.7922,6.870903,13.21971,7.722374,7.703452,14.339081,15.9559555,16.033623,11.284728,6.87706,11.082542,12.302683,18.429453,18.709812,18.834606,8.002344,13.413746,13.31908,11.665509,17.334902,18.943426,19.06191,11.977716,12.937367,11.11036,12.80909,14.585457,15.744855,16.205376,5.4525213,6.0070853,7.77427,7.1170564,14.536404,17.655369,16.758232,7.141294,12.310362,5.4719524,7.234011,15.134062,18.143732,19.325409,13.307386,13.0295,11.878819,13.517473,18.386383,18.391865,18.570894,18.905043,19.438028,15.352996,15.842548,20.426828
4.877489,5.0291348,5.6408067,15.6786585,47.355137,46.3214,46.527203,45.126762,25.669184,23.609253,9.155142,8.729905,8.416969,9.183194,9.020867,6.8247824,44.901375,41.072697,14.219624,32.510094,18.867544,18.7673,17.768164,7.8030405,23.57874,15.534921,8.955336,9.23836,9.151184,8.991143,9.155068,26.786257,9.421601,12.978814,13.278001,12.973653,12.509712,16.478268,6.2093444,6.01109,5.5376387,5.088304,5.003509,5.217088,5.0088034,5.0415993,9.82688,6.905628,6.7424006,6.431511,5.5259547,7.354204,7.604606,10.799904,7.0564117,8.524559,8.532514,19.0459,8.683328,8.498281,4.7328305,4.553146,12.298654,38.79357,33.98925,5.884756,5.3751736,5.719502,5.300222,5.3644595,5.4439816,16.04783,5.8320284,11.302674,11.295812,7.0219436,9.076121,10.950424,10.630176,10.634969,8.027145,10.574579,11.8573675
33.032623,33.0266,33.035576,33.03265,30.86163,33.008404,33.02394,33.02403,33.019295,33.02365,30.681211,30.684092,32.988693,33.04806,33.04071,33.03417,33.044033,33.039043,33.039585,33.037888,33.05126,33.048615,33.035667,30.369295,30.300388,30.651922,30.321108,30.29274,30.320517,34.22602,33.0428,33.03936,33.03191,33.03954,33.046585,33.041027,33.030468,33.037758,33.04987,33.043922,30.38898,30.3848,30.348118,30.4121,33.032047,33.01893,33.035503,33.028267,33.027817,33.024254,33.0142,33.016476,33.02373,33.022453,33.022297,33.02374,33.029106,33.00912,33.015247,33.01975,33.013855,33.029835,33.042706,33.037907,33.035812,33.04264,33.043392,33.02718,33.410606,33.40252,33.040047,33.035744,31.650097,31.555923,31.358686,31.581879,33.020363,33.02811,33.020912,33.046825,33.027225,33.016167,33.071743
23.756756,18.424856,17.49397,17.164013,18.18351,30.34044,32.18063,31.715765,22.91369,15.544136,14.692061,21.1294,25.111326,24.823738,24.70686,20.534344,20.237946,12.479379,16.721935,16.796703,12.263106,12.215836,13.277449,13.762035,14.097252,16.90946,21.96942,22.046076,21.97047,18.03106,21.653208,18.982143,15.935231,19.691671,19.775414,19.518332,17.314058,14.915895,18.454132,15.938264,26.9953,26.662243,17.87277,17.05251,12.878442,17.640696,17.392807,20.688082,22.601715,22.822346,17.349836,18.130257,17.145462,16.321388,12.761064,11.945453,12.073157,11.971418,16.214523,11.96211,12.734594,23.926205,22.964563,22.756128,14.230657,19.198523,17.611559,21.891722,24.83402,29.883354,29.906572,16.591564,15.562897,16.232912,20.774752,25.027275,22.955029,22.89175,16.792582,17.704685,18.228191,16.920338,17.470306
40.067913,37.698807,31.96643,28.129225,25.716955,31.088312,38.72283,37.71414,40.31128,38.182716,35.38153,35.423428,37.783077,44.712738,40.027252,31.173258,28.943872,26.538357,28.109598,35.338676,38.734417,45.767822,35.657158,21.222473,22.619377,24.67891,31.044678,39.242657,44.33538,32.792072,26.01337,25.099068,25.388882,27.673494,40.066696,45.468433,33.209503,27.60945,25.75975,22.884966,27.196398,40.36087,41.902733,28.22998,27.326714,23.79111,23.787785,29.223034,39.362034,45.807713,35.90657,30.810577,25.051285,31.109505,31.14735,43.932014,41.833305,37.840332,38.2394,35.325607,36.620197,39.541386,38.88735,42.797386,33.8099,30.562683,27.781883,30.97623,28.827131,41.183296,41.15755,33.79742,26.897861,22.968239,28.410456,31.320827,35.785347,37.755985,31.575537,30.11615,27.337399,30.819468,33.08227
32.95974,29.377176,9.380701,14.329345,16.530487,27.67785,36.386166,31.67902,31.1672,25.91659,19.828548,22.229164,26.961168,37.80561,29.856804,12.265007,21.71381,17.798717,14.5721855,29.32215,31.270134,38.175514,11.61436,19.605095,14.778269,13.369967,28.838974,33.99238,33.687313,12.113971,20.140947,15.684986,10.687344,22.33324,22.8178,31.82772,9.598911,20.081867,17.199333,9.071199,25.081902,33.399254,32.725967,10.997456,11.562928,7.7426925,11.119532,23.324127,33.22237,30.432806,25.136473,10.276813,12.010504,18.243717,29.578693,32.06695,23.238247,29.058155,14.45538,8.97775,20.358137,23.488888,32.4807,32.911236,9.553857,24.729176,17.819597,15.054675,27.844666,34.745586,24.987299,11.539548,22.37624,16.661379,17.843685,25.4508,29.51664,28.615135,17.803211,24.747358,17.377497,21.087402,24.135027
22.175974,14.991944,13.2851,12.121555,14.050878,14.461627,22.928604,22.011648,16.138163,15.059956,10.633215,11.856997,26.373741,27.666214,25.047358,15.789239,13.295287,12.943713,13.903983,21.490786,27.887518,29.098944,10.785403,10.731282,11.919801,14.083524,18.573906,27.021515,18.926096,8.925155,14.861012,13.262851,11.0020685,14.171738,21.982288,24.703726,17.099121,10.986959,11.8415365,12.767531,16.710531,22.612677,20.062859,12.888501,11.919207,9.235679,12.383389,20.12469,27.83788,32.04493,12.32508,9.503134,9.40522,12.199454,13.937481,21.691532,23.417097,14.124424,11.130814,14.771725,13.37027,25.557228,28.624891,31.922182,15.150098,14.900014,13.04882,12.279205,20.509947,18.547586,16.686756,15.593504,14.814915,12.933576,12.824249,18.226374,18.72889,19.633041,12.369563,15.735154,11.78435,15.25145,18.304317
19.31777,18.138746,11.1466465,12.639474,11.983654,15.4249,24.894043,23.024323,14.097155,12.728921,12.490051,12.977206,16.371489,18.355104,20.047022,11.125989,12.682833,13.276522,15.782923,19.387663,22.108624,22.40984,11.380651,12.20633,13.220354,13.108139,14.2576,28.173374,21.988087,10.84299,12.978231,13.699422,13.597432,18.43917,25.526705,17.349571,9.780652,15.554677,13.304442,12.415094,18.189941,22.722534,22.887506,8.851537,13.144717,11.598342,12.45251,16.75127,19.923897,15.009254,13.305027,12.815115,12.270184,14.043,20.131575,21.806068,18.971066,18.843925,14.253973,11.719069,17.42223,18.944786,16.195843,16.459476,10.568984,15.104792,14.01689,12.627714,19.86238,21.652052,22.830275,10.276098,15.601706,11.439085,12.366981,20.511068,20.814154,23.226233,13.823866,17.575575,15.328723,16.411474,18.010363
38.57725,30.93183,17.914331,14.15796,19.268682,24.42647,34.444386,38.356792,38.88411,24.072184,18.66924,20.958132,30.041346,35.612007,38.678604,20.097157,17.96717,20.62065,13.274366,21.81647,34.6047,39.7503,20.662582,15.441811,17.68639,12.351432,19.000633,38.50215,40.30566,22.416004,17.944756,11.783381,10.90829,21.834593,37.691597,38.403004,22.48007,15.5643,10.508345,10.131469,25.413548,38.42238,37.38125,20.146643,18.478592,12.363113,13.589347,21.87217,39.52598,37.525276,27.86639,15.938779,14.34206,17.848679,25.977312,36.91706,39.712933,32.695312,22.648546,18.537304,22.617016,34.56512,27.96893,32.320023,19.684433,18.137115,17.77876,12.912074,24.56626,38.89958,37.570293,18.127897,19.479692,15.6876335,11.809564,21.36515,33.263783,33.858242,23.403349,23.183119,19.749887,21.310213,25.189772
10.394388,10.419998,10.494145,12.544414,13.35902,13.25433,13.293561,13.268078,13.313679,13.288064,13.303074,12.266009,13.260585,13.5956335,13.5767975,13.614242,13.487314,12.490928,10.624658,13.486985,13.520138,13.537845,13.603591,13.530077,10.434824,10.578299,10.650184,10.528604,10.562107,10.647708,10.536185,10.499537,10.489803,10.745181,10.622899,10.644601,10.7057295,10.665438,10.587974,10.763655,10.764135,10.494861,10.453743,10.719721,10.392632,10.176825,10.918087,10.409819,10.375315,10.2967,10.343089,8.72115,10.19462,6.797159,10.246149,10.255163,10.242125,10.214426,10.227542,13.217036,13.11906,14.056982,14.231188,14.161482,14.314964,14.147373,12.629788,10.796721,10.625859,10.5457535,10.630535,10.634552,10.5042,10.267137,11.7929945,13.606377,14.083082,14.083144,13.995689,13.940309,13.647919,13.18932,18.66495
13.428326,12.78427,12.842046,12.840162,13.355417,13.006374,13.06264,13.314111,12.783955,12.856529,12.684735,13.047057,12.830899,14.119217,14.147339,14.2203,13.932963,13.5907955,14.184507,13.67529,13.98551,13.7928505,14.000936,13.7274065,14.446733,22.243147,21.597433,21.592794,21.604282,21.70215,21.316824,21.255638,21.587242,21.632404,21.604202,21.702404,21.755186,21.652365,21.437376,13.267216,13.762094,13.572769,13.592289,13.067721,12.842419,12.200183,13.375429,13.013598,13.014545,13.125364,13.17237,13.372733,13.085019,18.194223,18.643145,18.76187,18.825878,18.663662,18.547369,18.392424,18.383131,18.698618,19.715471,19.772717,20.033268,19.512926,19.51635,19.669144,19.604012,19.76089,19.664356,19.887152,19.271515,18.990072,19.495577,20.613152,23.009975,23.104717,22.47514,23.567478,18.78308,20.039816,24.959593
14.238132,14.221495,10.463603,10.3690605,10.391534,10.304577,10.379669,10.428393,10.322926,10.299018,10.329362,15.991971,10.277406,10.754441,10.790973,10.743723,10.568646,10.670818,17.511576,17.868685,17.831009,17.855965,17.100569,15.805191,15.764323,10.517597,10.570814,10.651637,10.702355,10.756135,10.639725,10.639263,10.627469,10.699432,10.726601,10.799327,10.741045,10.697617,10.634892,10.663204,10.747863,10.578195,15.248509,14.996693,14.916309,15.039388,14.963127,15.0299835,15.198032,15.140408,15.021623,14.913443,14.895682,15.102461,15.264478,15.241435,15.289146,15.196673,15.119165,10.314768,10.2371645,10.358893,10.731558,10.732611,10.764981,10.656861,10.646513,10.765184,10.786355,10.734281,10.7972,10.715264,10.631832,10.540454,10.684768,11.029585,12.124321,12.105019,15.234435,15.770651,14.144043,16.54642,12.343286
29.398577,23.226053,26.043142,26.741068,24.040268,30.080704,22.74192,25.023336,30.598269,25.976526,24.756145,26.11872,23.184313,21.240438,27.059683,24.49503,28.491957,31.212801,28.80199,28.418758,30.447647,29.218346,26.00034,27.710028,24.039505,26.74013,28.123363,29.499247,28.245964,29.460352,30.119612,27.76935,26.505222,27.811142,28.229246,27.65766,25.127275,29.220118,25.26822,24.177397,25.441763,26.105444,26.200493,26.269848,29.203604,27.267715,26.958027,25.296402,29.154533,30.21432,28.151165,29.880194,28.202036,24.335226,26.087978,28.466803,29.426826,25.186855,26.132702,29.654654,27.545689,21.727962,27.553438,22.67268,24.418818,27.098644,26.478634,25.724403,28.540882,30.051945,32.076504,23.058048,24.855526,28.948496,27.82008,27.898289,29.239082,27.006332,28.323572,26.739222,26.863249,26.919254,27.9378
64.00368,64.00227,64.0046,64.00407,64.00399,64.00065,64.00205,64.00325,64.00154,64.001045,64.00249,64.00131,64.0014,64.004814,64.0034,64.003296,64.0036,64.00432,64.003494,64.002594,64.00413,64.003296,64.00483,64.005745,64.00475,64.001366,64.00338,64.00477,64.00419,64.00297,64.004684,64.004265,64.00312,64.00403,64.005104,64.004974,64.00446,64.00616,64.00649,64.00673,64.004654,64.00422,64.00457,64.00423,64.00498,64.004364,64.00437,64.00141,64.00344,64.003395,64.0002,64.0028,64.00289,64.0041,64.003456,64.00629,64.00462,64.003265,64.00052,64.00215,64.000656,64.00239,64.00379,64.00286,64.00526,64.00331,64.00475,64.00551,64.00317,64.00339,64.00377,64.004814,64.004486,63.968273,64.00285,64.004395,64.00949,64.00941,64.00812,64.00819,64.006424,64.00535,64.00992
12.458736,12.54665,12.417235,12.260274,12.417264,12.406472,12.461633,12.506636,12.399598,11.334309,12.348392,10.497875,12.089835,12.792242,12.8785715,12.933278,12.776593,12.791391,12.781396,12.825913,12.84125,12.840564,12.828681,12.740047,12.598842,12.028428,12.759718,12.896605,12.848127,12.809224,12.711695,11.755702,12.855102,12.730853,12.897813,12.911456,12.676212,12.766881,12.682477,12.598005,12.904558,12.738352,12.682988,12.456295,12.517434,12.403987,12.459504,12.644344,12.436404,12.453803,12.445453,12.325521,12.295413,12.328344,12.442438,12.435064,12.452494,12.325967,12.09605,12.31131,11.968964,12.459237,12.838322,12.851713,12.859466,12.766526,12.734967,12.862531,12.81281,12.897197,12.856654,12.716321,12.696613,12.641395,12.771749,13.265121,22.135464,22.06772,14.483434,16.022097,14.328037,14.175438,20.397772
15.491222,15.878378,17.126122,16.328186,18.319822,14.5881,16.270075,22.068111,19.442411,17.289412,15.531479,19.515705,17.87644,17.354975,16.611094,16.517288,15.930537,15.288453,16.326464,17.174856,17.3601,18.208158,14.481611,17.444607,15.212418,13.387683,14.7104225,14.811665,14.813852,17.968683,15.590349,15.175807,14.497573,14.664145,14.811645,14.890777,14.878712,17.16451,17.670893,12.158123,16.622314,26.500023,20.467308,14.273349,17.16692,14.528996,12.871785,14.751279,22.494125,22.151632,17.089733,20.043077,16.976954,15.287452,18.142313,18.246893,14.648753,14.475058,18.117813,18.52032,17.990185,18.234459,18.275393,18.230604,17.839787,15.888421,14.021,13.811865,18.300844,18.275486,19.106375,15.704578,17.349161,14.948701,16.236967,15.727343,17.713865,16.238052,15.585371,15.831817,16.341557,15.926637,17.819584
19.25062,17.402912,15.194463,12.33256,12.491274,19.32636,19.436443,19.311935,12.24568,13.775068,15.508361,14.084249,19.579231,19.777359,19.544962,13.78038,11.328097,12.492202,12.623166,12.629666,12.724371,12.690143,12.602539,12.618146,11.613114,12.624655,12.629957,12.711185,12.718367,12.728977,12.81385,12.65947,12.489829,20.670366,12.879176,12.852623,12.617413,12.729011,11.62589,12.579704,12.783943,12.62262,12.556758,12.37065,12.366396,12.212113,12.628536,16.84735,17.040213,17.063053,14.648193,14.998775,12.3170595,12.258304,12.285415,12.431875,12.21141,11.961606,12.154996,12.184829,12.221219,12.276269,12.6961775,12.806967,12.6659565,12.597003,11.65127,12.755839,12.746711,12.746533,12.735938,12.560747,12.565284,11.616058,12.553401,17.672962,16.627796,16.619055,14.29455,14.370395,13.563578,13.95242,14.385755
36.65622,26.553228,30.11031,27.98342,28.455149,28.027468,43.676792,35.055233,32.818443,32.833344,32.417267,33.246696,32.909466,45.0311,47.47403,33.42383,33.637405,33.17771,31.466421,39.263718,31.949087,41.29492,32.253437,31.386946,31.357296,29.661049,37.412228,44.509766,38.08832,31.741001,28.171535,31.600168,27.52864,35.577446,44.36095,43.079548,37.31052,29.156612,29.75611,27.25862,31.840746,38.920975,40.027817,35.29837,31.89417,27.090916,27.727413,31.738688,40.803535,33.983673,30.060448,30.02547,30.823196,32.708546,32.42608,45.300514,39.91716,34.461945,34.14128,35.147514,34.82702,40.870975,41.237392,36.591583,27.600176,31.083889,27.924377,31.231905,35.231396,39.97455,40.362545,26.483938,31.223486,24.453396,29.387213,33.31608,36.017178,36.13979,35.61543,32.97636,33.29711,32.244556,35.16362
42.14678,32.99382,21.084805,32.751705,24.605839,30.364439,40.79175,38.37497,37.41424,29.84561,33.966545,34.439407,34.692852,44.621338,33.996964,24.36447,23.631884,27.030289,28.613705,36.49454,40.35553,42.4265,27.812551,19.273026,23.875454,26.785233,35.98136,39.071697,42.996445,26.86053,13.608859,28.270586,25.757828,35.833828,40.790047,41.628326,30.288239,11.782195,25.503386,32.61861,36.8585,39.032055,43.346287,18.924917,14.564544,23.778187,33.93458,32.720837,39.782112,34.755085,39.479248,23.134165,21.205435,32.148563,35.25641,40.66654,40.15716,37.935055,29.210773,32.89242,35.139378,39.47258,42.89158,40.997944,23.543472,24.070547,25.13699,34.9701,38.26662,38.74969,45.479843,20.091482,22.98509,21.774734,33.68849,32.688404,37.3078,37.541973,33.12791,29.580761,28.474825,33.601456,35.830116
31.993376,30.140614,29.26261,27.75773,26.914446,28.74446,31.4863,29.397953,29.743675,28.518831,27.665634,27.983809,25.984665,38.54637,29.96753,19.126602,29.107857,27.465948,26.441505,24.25237,31.80198,31.934473,21.76878,29.01115,22.592543,25.282309,23.063494,32.764507,32.57372,23.656471,32.463043,27.058771,26.322552,23.86617,30.58653,31.626171,23.448317,28.87,24.219551,25.672318,29.312256,37.7782,33.897636,26.999676,27.587559,26.648012,26.422628,28.262037,33.241734,31.09601,30.364967,27.777897,27.18579,27.68889,27.700487,29.481974,36.680325,32.520718,28.365868,28.23938,33.933613,28.371675,36.85305,36.121,25.737402,28.074293,27.273315,24.51798,35.696007,32.024227,33.307415,25.89138,30.081488,25.892605,23.46801,28.011469,29.568403,31.342316,27.574167,29.792984,27.83925,29.485317,32.463997
28.38902,22.605015,15.588051,22.139706,23.518301,24.340048,29.73977,29.358374,23.149698,21.516363,22.737011,23.066536,29.75005,34.49525,34.198025,16.58097,14.3484745,11.500946,15.467806,28.77505,33.23977,34.182293,12.152274,16.227112,17.225504,15.113942,22.668455,28.111982,24.324146,10.952798,18.721592,16.412146,14.0372715,19.604921,31.5298,28.712257,14.852678,18.97186,11.109987,14.504383,23.935547,27.00014,27.424307,13.844535,12.502293,10.94811,15.361392,22.700136,24.728582,33.810318,19.124346,17.983093,22.844604,22.350018,29.989977,24.039227,27.61894,16.158775,20.732065,22.0273,26.70651,20.14772,27.191433,30.108826,14.834791,24.126345,23.027517,17.221846,24.439474,33.09826,32.43248,12.89659,22.056303,12.707873,18.002111,21.931906,26.74336,24.342323,17.88018,20.873257,19.467163,20.841381,26.10992
29.150297,29.13843,29.159626,30.961603,30.970583,30.98375,30.999748,30.984924,31.007053,30.996113,30.989319,30.996391,31.011114,31.031479,31.003693,30.975182,30.97517,30.976686,30.971159,31.005764,31.023163,31.017721,30.989227,30.980795,30.98357,30.911291,31.002592,31.038252,31.02897,30.965343,30.977915,30.955196,30.973057,30.98878,31.025478,31.003626,30.97661,30.99929,30.974907,30.975777,31.003222,31.01555,31.022097,30.981472,30.955978,30.964931,30.980536,30.975142,31.001085,30.99169,30.962755,30.95064,30.98126,30.970928,31.007095,31.005089,31.00501,30.993723,30.991182,30.994429,30.984892,31.008757,31.02937,31.005707,31.02031,31.005861,30.9852,30.958832,31.01935,31.010994,31.006344,30.983292,30.975012,30.997076,30.975067,30.952261,30.891972,30.882202,30.84593,30.866539,30.876865,30.797924,30.90811
