Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
1,5.135671179146376e-05,0.957034,0.921965,10198.10
2,5.135671179146376e-05,0.860599,0.835757,10222.52
3,5.135671179146376e-05,0.733062,0.629248,10222.52
4,5.135671179146376e-05,0.586377,0.508189,10222.52
5,5.135671179146376e-05,0.515178,0.472400,10222.52
6,5.135671179146376e-05,0.487874,0.459354,10223.44
7,5.135671179146376e-05,0.474205,0.451460,10223.44
8,5.135671179146376e-05,0.464975,0.446153,10223.44
9,5.135671179146376e-05,0.459488,0.441709,10223.44
10,5.135671179146376e-05,0.453661,0.438075,10223.83
11,5.135671179146376e-05,0.449259,0.434995,10223.83
12,5.135671179146376e-05,0.445516,0.432421,10223.83
13,5.135671179146376e-05,0.442020,0.430241,10223.83
14,5.135671179146376e-05,0.439122,0.428361,10225.09
15,5.135671179146376e-05,0.436564,0.426778,10225.09
16,5.135671179146376e-05,0.434612,0.425532,10225.09
17,5.135671179146376e-05,0.432523,0.424383,10225.09
18,4.759585500162738e-05,0.430546,0.423243,10225.09
19,4.759585500162738e-05,0.428740,0.422403,10225.09
20,4.759585500162738e-05,0.427428,0.421631,10225.09
21,4.759585500162738e-05,0.426257,0.420935,10225.09
22,4.759585500162738e-05,0.425030,0.420169,10225.09
23,4.759585500162738e-05,0.423922,0.419500,10225.09
24,4.759585500162738e-05,0.422801,0.418873,10225.09
25,4.759585500162738e-05,0.421823,0.418155,10225.09
26,4.759585500162738e-05,0.420954,0.417451,10225.09
27,4.759585500162738e-05,0.420027,0.416963,10225.09
28,4.759585500162738e-05,0.419252,0.416357,10225.09
29,4.759585500162738e-05,0.418481,0.415813,10225.09
30,4.759585500162738e-05,0.417732,0.415377,10225.09
31,4.759585500162738e-05,0.417009,0.414734,10225.09
32,4.759585500162738e-05,0.416286,0.414285,10225.09
33,4.759585500162738e-05,0.415636,0.413727,10225.09
34,4.759585500162738e-05,0.415016,0.413409,10225.09
35,4.759585500162738e-05,0.414384,0.412944,10225.09
36,4.411040610494216e-05,0.413726,0.412561,10225.09
37,4.411040610494216e-05,0.413089,0.412185,10225.09
38,4.411040610494216e-05,0.412585,0.411851,10225.09
39,4.411040610494216e-05,0.412067,0.411564,10225.09
40,4.411040610494216e-05,0.411515,0.411124,10225.09
41,4.411040610494216e-05,0.411045,0.410774,10225.09
42,4.411040610494216e-05,0.410601,0.410459,10225.09
43,4.411040610494216e-05,0.410150,0.410172,10225.09
44,4.411040610494216e-05,0.409696,0.409878,10225.09
45,4.411040610494216e-05,0.409295,0.409505,10225.09
46,4.411040610494216e-05,0.408868,0.409234,10225.09
47,4.411040610494216e-05,0.408425,0.409016,10225.09
48,4.411040610494216e-05,0.408073,0.408687,10225.09
49,4.411040610494216e-05,0.407671,0.408428,10225.09
50,4.411040610494216e-05,0.407226,0.408201,10225.09
