Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
1,0.002827713500515183,0.537286,0.421229,10168.89
2,0.002827713500515183,0.428841,0.410594,10168.89
3,0.002827713500515183,0.413790,0.404237,10170.01
4,0.002827713500515183,0.407151,0.401460,10170.01
5,0.002827713500515183,0.402392,0.399720,10170.01
6,0.002827713500515183,0.399850,0.397376,10170.01
7,0.002827713500515183,0.397516,0.395421,10170.01
8,0.002827713500515183,0.395725,0.393669,10170.01
9,0.002827713500515183,0.394145,0.393178,10170.01
10,0.002827713500515183,0.394684,0.392433,10170.01
11,0.002827713500515183,0.394567,0.391604,10170.01
12,0.002827713500515183,0.392569,0.391424,10170.01
13,0.002827713500515183,0.391612,0.391922,10170.01
14,0.002827713500515183,0.390836,0.391244,10170.01
15,0.002827713500515183,0.390388,0.390294,10171.20
16,0.002827713500515183,0.389367,0.389499,10172.17
17,0.002827713500515183,0.388172,0.389312,10172.17
18,0.0025794864500253917,0.387437,0.388717,10172.17
19,0.0025794864500253917,0.386608,0.387962,10172.17
20,0.0025794864500253917,0.386731,0.387853,10172.17
21,0.0025794864500253917,0.386507,0.387900,10172.17
22,0.0025794864500253917,0.385945,0.387608,10172.17
23,0.0025794864500253917,0.385656,0.386944,10172.17
24,0.0025794864500253917,0.385017,0.386640,10172.17
25,0.0025794864500253917,0.384628,0.386363,10172.17
26,0.0025794864500253917,0.384312,0.386202,10172.17
27,0.0025794864500253917,0.384550,0.386287,10172.17
28,0.0025794864500253917,0.384690,0.386284,10172.17
29,0.0025794864500253917,0.384048,0.386889,10172.17
30,0.0025794864500253917,0.384137,0.386381,10172.17
31,0.0025794864500253917,0.384831,0.386745,10172.17
32,0.0025794864500253917,0.384620,0.386718,10172.17
33,0.0025794864500253917,0.384195,0.386119,10172.17
34,0.0025794864500253917,0.383672,0.385917,10172.17
35,0.0025794864500253917,0.383367,0.385748,10172.17
36,0.0023530496794149573,0.383174,0.385851,10172.17
37,0.0023530496794149573,0.382802,0.386735,10172.17
38,0.0023530496794149573,0.382563,0.386758,10172.17
39,0.0023530496794149573,0.382310,0.386836,10172.17
40,0.0023530496794149573,0.382352,0.386535,10172.17
41,0.0023530496794149573,0.382177,0.386211,10172.17
42,0.0023530496794149573,0.382002,0.385804,10172.17
43,0.0023530496794149573,0.381741,0.385342,10172.17
44,0.0023530496794149573,0.381397,0.385199,10172.17
45,0.0023530496794149573,0.381183,0.385362,10172.50
46,0.0023530496794149573,0.381222,0.385871,10172.50
47,0.0023530496794149573,0.381579,0.386171,10172.50
48,0.0023530496794149573,0.381185,0.386115,10172.50
49,0.0023530496794149573,0.380894,0.385764,10172.50
50,0.0023530496794149573,0.380440,0.385478,10172.50
