Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
1,0.0002,0.650096,0.782900,1280.67
2,0.0002,0.570012,0.677515,1280.67
3,0.0002,0.528644,0.633713,1280.67
4,0.0002,0.507510,0.603519,1280.67
5,0.0002,0.489022,0.594458,1280.67
6,0.0002,0.481788,0.585558,1280.67
7,0.0002,0.475811,0.577453,1280.67
8,0.0002,0.468127,0.571744,1280.67
9,0.0002,0.467658,0.566302,1280.67
10,0.0002,0.459370,0.563104,1280.67
11,0.0002,0.462281,0.560643,1280.67
12,0.0002,0.453458,0.557286,1280.67
