Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
1,2.6362237658553055e-06,0.942698,0.928948,8106.52
2,2.6362237658553055e-06,0.848330,0.805582,8106.52
3,2.6362237658553055e-06,0.707404,0.635522,8106.52
4,2.6362237658553055e-06,0.583204,0.537640,8106.52
5,2.6362237658553055e-06,0.521289,0.496105,8106.52
6,2.6362237658553055e-06,0.493557,0.476756,8106.52
7,2.6362237658553055e-06,0.478508,0.465302,8106.52
8,2.6362237658553055e-06,0.467967,0.456080,8106.52
9,2.6362237658553055e-06,0.459655,0.449044,8108.18
10,2.6362237658553055e-06,0.453003,0.442967,8108.18
11,2.6362237658553055e-06,0.447665,0.438089,8108.18
12,2.6362237658553055e-06,0.443252,0.434191,8108.18
13,2.6362237658553055e-06,0.439576,0.431205,8108.18
14,2.6362237658553055e-06,0.436520,0.428582,8108.18
15,2.6362237658553055e-06,0.433959,0.426608,8108.18
16,2.6362237658553055e-06,0.431712,0.424935,8108.18
17,2.6362237658553055e-06,0.429801,0.423567,8108.18
18,2.5012707369825356e-06,0.428089,0.422436,8108.18
19,2.5012707369825356e-06,0.426538,0.421473,8108.18
20,2.5012707369825356e-06,0.425267,0.420713,8108.18
21,2.5012707369825356e-06,0.424092,0.419981,8108.18
22,2.5012707369825356e-06,0.422956,0.419377,8108.18
23,2.5012707369825356e-06,0.421978,0.418852,8108.18
24,2.5012707369825356e-06,0.421021,0.418488,8108.18
25,2.5012707369825356e-06,0.420139,0.417995,8108.18
26,2.5012707369825356e-06,0.419318,0.417762,8108.18
27,2.5012707369825356e-06,0.418528,0.417532,8108.18
28,2.5012707369825356e-06,0.417789,0.417185,8108.18
29,2.5012707369825356e-06,0.417095,0.417043,8108.18
30,2.5012707369825356e-06,0.416410,0.416739,8108.18
31,2.5012707369825356e-06,0.415762,0.416485,8108.18
32,2.5012707369825356e-06,0.415099,0.416406,8108.18
33,2.5012707369825356e-06,0.414459,0.416180,8108.18
34,2.5012707369825356e-06,0.413867,0.416060,8110.07
35,2.5012707369825356e-06,0.413213,0.415832,8110.07
36,2.373226196015012e-06,0.412693,0.415645,8110.07
37,2.373226196015012e-06,0.412004,0.415222,8110.07
38,2.373226196015012e-06,0.411458,0.415031,8110.07
39,2.373226196015012e-06,0.410922,0.414613,8110.07
40,2.373226196015012e-06,0.410380,0.414535,8110.07
41,2.373226196015012e-06,0.409905,0.414085,8110.07
42,2.373226196015012e-06,0.409402,0.413727,8110.07
43,2.373226196015012e-06,0.408913,0.413678,8110.07
44,2.373226196015012e-06,0.408417,0.413062,8110.07
45,2.373226196015012e-06,0.407971,0.412787,8110.07
46,2.373226196015012e-06,0.407562,0.412571,8110.07
47,2.373226196015012e-06,0.407133,0.412338,8110.07
48,2.373226196015012e-06,0.406689,0.411978,8110.07
49,2.373226196015012e-06,0.406280,0.411554,8110.07
50,2.373226196015012e-06,0.405920,0.411387,8110.07
51,2.373226196015012e-06,0.405577,0.411161,8110.07
52,2.373226196015012e-06,0.405193,0.410990,8110.07
53,2.373226196015012e-06,0.404867,0.410820,8110.07
54,2.2517364850501626e-06,0.404527,0.410281,8110.07
55,2.2517364850501626e-06,0.404143,0.410034,8110.07
56,2.2517364850501626e-06,0.403823,0.409796,8110.07
57,2.2517364850501626e-06,0.403545,0.409490,8110.07
58,2.2517364850501626e-06,0.403235,0.409299,8110.07
59,2.2517364850501626e-06,0.402971,0.409071,8110.07
60,2.2517364850501626e-06,0.402677,0.408877,8110.07
61,2.2517364850501626e-06,0.402418,0.408685,8110.07
62,2.2517364850501626e-06,0.402128,0.408562,8110.07
63,2.2517364850501626e-06,0.401880,0.408329,8110.07
64,2.2517364850501626e-06,0.401619,0.408074,8110.07
65,2.2517364850501626e-06,0.401379,0.407997,8110.07
66,2.2517364850501626e-06,0.401110,0.407847,8110.07
67,2.2517364850501626e-06,0.400891,0.407559,8110.07
68,2.2517364850501626e-06,0.400635,0.407509,8110.07
69,2.2517364850501626e-06,0.400370,0.407284,8110.07
70,2.2517364850501626e-06,0.400133,0.407127,8110.07
71,2.2517364850501626e-06,0.399917,0.406945,8110.07
