Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
1,0.0014330353544543038,nan,nan,11217.51
2,0.0014330353544543038,nan,nan,11223.74
3,0.0014330353544543038,nan,nan,11223.74
New Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
1,0.0004330353544543038,nan,nan,11223.32
New Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
