Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
1,0.00014686947366779855,0.579964,0.446352,8111.49
2,0.00014686947366779855,0.426929,0.421492,8111.49
3,0.00014686947366779855,0.414985,0.410928,8111.49
4,0.00014686947366779855,0.408215,0.405461,8111.49
5,0.00014686947366779855,0.404023,0.401518,8111.49
6,0.00014686947366779855,0.400137,0.397794,8111.49
7,0.00014686947366779855,0.397211,0.396260,8111.49
8,0.00014686947366779855,0.394354,0.394515,8111.49
9,0.00014686947366779855,0.392041,0.394460,8111.49
10,0.00014686947366779855,0.390140,0.393556,8111.49
11,0.00014686947366779855,0.388505,0.393596,8111.49
12,0.00014686947366779855,0.387330,0.393189,8111.49
13,0.00014686947366779855,0.387386,0.395294,8111.49
14,0.00014686947366779855,0.391961,0.392289,8111.49
15,0.00014686947366779855,0.385195,0.392147,8111.49
16,0.00014686947366779855,0.387822,0.389817,8111.49
17,0.00014686947366779855,0.384934,0.388768,8111.49
18,0.00014036179446915513,0.384322,0.388498,8111.49
19,0.00014036179446915513,0.382752,0.387576,8111.49
