Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
1,0.0002,0.353324,0.391595,5978.54
2,0.0002,0.291842,0.380877,5980.53
3,0.0002,0.283570,0.382710,5980.53
4,0.0002,0.278118,0.362320,5980.53
5,0.0002,0.274950,0.376566,5980.53
6,0.0002,0.272511,0.357699,5980.53
